"product","substance_name","substance_synonym","abbreviation","abbreviation_synonym","substance_group","cas_number","source","source_text"
"Food & feed packaging","3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl methacrylate, acetate and/or malate",,,,,"2144-53-8","A.105","A.105 row: 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl methacrylate, acetate and/or malate -- No data"
"Food & feed packaging","3-cyclohexane-1-carboxylic acid, 6-((di-2-propenylamino)carbonyl)- ,(1R,6R), reaction products with pentafluoroiodoethane-tetrafluoroethylene telomer, ammonium salts",,,,,,"A.105","A.105 row: 3-cyclohexane-1-carboxylic acid, 6-((di-2-propenylamino)carbonyl)- ,(1R,6R), reaction products with pentafluoroiodoethane-tetrafluoroethylene telomer, ammonium salts -- No data"
"Food & feed packaging","6:2-8:2 polyfluoroalkyl phosphate ester (PAP)",,,,,,"A.105","A.105 row: 6:2-8:2 or 8:2-8:2-di polyfluoroalkyl phosphate ester (PAP) -- No data"
"Food & feed packaging","8:2 fluorotelomer alcohol (FTOH) and mono-phosphate or di-phosphate",,,,,,"A.105","A.105 row: 8:2, 10:2, 12:2, 14:2 or 16:2 fluorotelomer alcohol (FTOH) and mono-phosphate or di-phosphate -- No data"
"Food & feed packaging","8:2-8:2-di polyfluoroalkyl phosphate ester (PAP)",,,,,,"A.105","A.105 row: 6:2-8:2 or 8:2-8:2-di polyfluoroalkyl phosphate ester (PAP) -- No data"
"Food & feed packaging","A copolymer of TFE and PFMVE \ modified with 3,3,4,4,5,5,6,6,7,7,8,8-dodecafluoro-1,9-diene and 1,3,5-triallyl cyanurate","1,3,5-triallyl isocyanurate",,,,"26425-79-6","A.105","A.105 row: A copolymer of TFE and PFMVE \ modified with 3,3,4,4,5,5,6,6,7,7,8,8-dodecafluoro-1,9-diene and 1,3,5-triallyl cyanurate or 1,3,5-triallyl isocyanurate -- No data"
"Food & feed packaging","A copolymer of TFE and perfluoromethylvinyl ether (PFMVE) modified with 1,3,5-triallyl isocyanurate (TAIC) and 3,3,4,4,5,5,6,6,7,7,8,8-",,,,,"26425-79-6","A.105","A.105 row: A copolymer of TFE and perfluoromethylvinyl ether (PFMVE) modified with 1,3,5-triallyl isocyanurate (TAIC) and 3,3,4,4,5,5,6,6,7,7,8,8- -- No data"
"Food & feed packaging","A copolymer of TFE and trifluoromethyl trifluorovinyl ether, and optionally employing a halogenated alkene.",,,,,"116-14-3,1187-93-5 (ether)","A.105","A.105 row: A copolymer of TFE and trifluoromethyl trifluorovinyl ether, and optionally employing a halogenated alkene. -- No data"
"Food & feed packaging","A copolymer of propylene, TFE, and 3,3,3-trifluoropropene cured with a salt of a quarternary ammonium compound and phenol, 4,4'-(2,2,2-trifluoro-1- (trifluoromethyl)ethylidene)bis-",,,,,"115-07-1,116-14-3,677-21-4 (trifluoropr opene)","A.105","A.105 row: A copolymer of propylene, TFE, and 3,3,3-trifluoropropene cured with a salt of a quarternary ammonium compound and phenol, 4,4'-(2,2,2-trifluoro-1- (trifluoromethyl)ethylidene)bis- -- No data"
"Food & feed packaging","A perfluorocarbon cured elastomer (PCE) produced by terpolymerizing TFE, , perfluoro-2,5-dimethyl- 3,6-dioxanonane vinyl ether, and perfluoro-6,6-dihydro-6-iodo-3-oxa-1-hexene, and subsequent curing of the terpolymer with triallylisocyanurate and 2,5-dimethyl-2,5-di(t-butylperoxy)hexane",,,,,"116-14-3,2599-84-0 (vinyl ether) 106108-22-9 (hexene) 106108-23-0 (terpolymer) 1025-15-6,78-63-7","A.105","A.105 row: A perfluorocarbon cured elastomer (PCE) produced by terpolymerizing TFE, , perfluoro-2,5-dimethyl- 3,6-dioxanonane vinyl ether, and perfluoro-6,6-dihydro-6-iodo-3-oxa-1-hexene, and subsequent curing of the terpolymer with triallylisocyanurate and 2,5-dimethyl-2,5-di(t-butylperoxy)hexane -- No data"
"Food & feed packaging","A perfluorocarbon cured elastomer (PCE) produced by terpolymerizing TFE, PFMVE and perfluoro-6,6-dihydro-6-iodo-3-oxa-1-hexane, and subsequent curing of the terpolymer with triallylisocyanurate and 2,5-dimethyl-2,5-di(t-butylperoxy)hexane",,,,,"116-14-3 (TFE) 1187-93-5 (PFMVE) 106108-22-9 (perfluoro-alkane) 193018-53-0 (terpolymer) 1025-15-6 (triallylisoc yanurate) 78-63-7 (hexane)","A.105","A.105 row: A perfluorocarbon cured elastomer (PCE) produced by terpolymerizing TFE, PFMVE and perfluoro-6,6-dihydro-6-iodo-3-oxa-1-hexane, and subsequent curing of the terpolymer with triallylisocyanurate and 2,5-dimethyl-2,5-di(t-butylperoxy)hexane --"
"Food & feed packaging","A perfluorocarbon-cured elastomer (PCE) produced by terpolymerizing TFE perfluoro (2,5-dimethyl- 3,6-dioxanone vinyl ether) and perfluoro (6,6-dihydro- 6-iodo- 3-oxa- 1-hexene) and subsequent curing of the terpolymer by crosslinking with triallylcyanurate and vulcanizing with 2,5-dimethyl- 2,5-di (t-butylperoxy) hexane, as a 68% dispersion on finely divided silica",,,,,"116-14-3 (TFE) 2599-84-0 (vinyl ether) 106108-22-9 (perfluoro alkene) 106108-23-0 (terpolymer) 101-37-1 (triallycyan urate) 78-63-7 (hexane)","A.105","A.105 row: A perfluorocarbon-cured elastomer (PCE) produced by terpolymerizing TFE perfluoro (2,5-dimethyl- 3,6-dioxanone vinyl ether) and perfluoro (6,6-dihydro- 6-iodo- 3-oxa- 1-hexene) and subsequent curing of the terpolymer by crosslinking with triallylcyanurate and vulcanizing with 2,5-dimethyl- 2,5-di (t-butylperoxy) hexane, as a 68% dispersion on finely divided silica --"
"Food & feed packaging","A polymer produced from TFE and 1,1,2,2-tetrafluoro-2-((1,2,2-trifluoroethenyl)oxy) ethane sulfonyl fluoride. The polymer is hydrolysed and may optionally be further neutralized to its ammonium salt.",,,,,"116-14-3 (TFE) 29514-94-1 (fluoride)","A.105","A.105 row: A polymer produced from TFE and 1,1,2,2-tetrafluoro-2-((1,2,2-trifluoroethenyl)oxy) ethane sulfonyl fluoride. The polymer is hydrolysed and may optionally be further neutralized to its ammonium salt. --"
"Food & feed packaging","Acetic salts of the copolymer of perfluoroalkylethylacrylate, vinyl acetate and dimethyl aminoethylmetacrylate",,,,,,"A.105","A.105 row: Acetic salts of the copolymer of perfluoroalkylethylacrylate, vinyl acetate and dimethyl aminoethylmetacrylate -- No data"
"Food & feed packaging","Acrylic acid, 2- [methyl[(nonafluorobutyl) sulfonyl]ethylester amino]",,,,,,"A.105","A.105 row: Acrylic acid, 2- [methyl[(nonafluorobutyl) sulfonyl]ethylester amino] -- No data"
"Food & feed packaging","Acrylic acid, N-methylperfluorooctanesulfo namido-ethyl ester",,,,,"25268-77-3","A.105","A.105 row: Acrylic acid, N-methylperfluorooctanesulfo namido-ethyl ester -- No data"
"Food & feed packaging","Acrylic acid, ester with N-ethyl- 1,1,2,2,3,3,4,4,5,5,6,6,7,7 , 8,8,8-heptadecafluoro-N- (2-hydroxyethyl)-1-octane-sulfonamide",,,,,,"A.105","A.105 row: Acrylic acid, ester with N-ethyl- 1,1,2,2,3,3,4,4,5,5,6,6,7,7 , 8,8,8-heptadecafluoro-N- (2-hydroxyethyl)-1-octane-sulfonamide -- No data"
"Food & feed packaging","Ammonium bis (N-ethyl-2-perfluorooctansulfonamidet hyl) phosphate with maximum content of 15% ammonium mono (N-ethyl-",,,,,,"A.105","A.105 row: Ammonium bis (N-ethyl-2-perfluorooctansulfonamidet hyl) phosphate with maximum content of 15% ammonium mono (N-ethyl- -- No data"
"Food & feed packaging","Ammonium bis(N-ethyl-2-perfluoroalkylsulfonamido ethyl) phosphates, containing not more than 15% ammonium mono (N-ethyl-2-perfluoroalkylsulfonamido ethyl) phosphates, where the alkyl group is more than 95% C8 and the salts have a fluorine content of 50.2% to 52.8% as determined on a solids basis",,,,,,"A.105","A.105 row: Ammonium bis(N-ethyl-2-perfluoroalkylsulfonamido ethyl) phosphates, containing not more than 15% ammonium mono (N-ethyl-2-perfluoroalkylsulfonamido ethyl) phosphates, where the alkyl group is more than 95% C8 and the salts have a fluorine content of 50.2% to 52.8% as determined on a solids basis -- No data"
"Food & feed packaging","Ammonium salts of esters from reaction with 2,2’-bis perfluoralkyl substituted phosphoric acid formates [(alfa, omega-perfluoro C4-C20 alkylthio) methyl] - 1,3-propanediol, polyphosphoric acid and ammonium hydroxide",,,,,,"A.105","A.105 row: Ammonium salts of esters from reaction with 2,2’-bis perfluoralkyl substituted phosphoric acid formates [(alfa, omega-perfluoro C4-C20 alkylthio) methyl] - 1,3-propanediol, polyphosphoric acid and ammonium hydroxide -- No data"
"Food & feed packaging","Ammonium-bis- (N-ethyl- 2-perfluoralkylsulfonamidoet hyl) phosphate cannot contain more than 15% ammonium mono(N-ethyl- 2-perfluoralkylsulfonamidoet hyl) phosphate",,,,,,"A.105","A.105 row: Ammonium-bis- (N-ethyl- 2-perfluoralkylsulfonamidoet hyl) phosphate cannot contain more than 15% ammonium mono(N-ethyl- 2-perfluoralkylsulfonamidoet hyl) phosphate -- No data"
"Food & feed packaging","Ammonium-bis- (N-ethyl- 2-perfluorooktansulfonamidet hyl) phosphate with maximum content of 15% ammonium mono (N-ethyl- 2-perfluoroktansulfonamideth yl) phosphate",,,,,"1071022-26-8","A.105","A.105 row: Ammonium-bis- (N-ethyl- 2-perfluorooktansulfonamidet hyl) phosphate with maximum content of 15% ammonium mono (N-ethyl- 2-perfluoroktansulfonamideth yl) phosphate -- No data"
"Food & feed packaging","Butanedioic acid, 2-methylene-, polymer with 2-hydroxyethyl, 2-methyl- 2-propenoate, 2-methyl-2-propenoic acid and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl 2-methyl-2-propenoate, sodium salt",,,,,"1345817-52-8","A.105","A.105 row: Butanedioic acid, 2-methylene-, polymer with 2-hydroxyethyl, 2-methyl- 2-propenoate, 2-methyl-2-propenoic acid and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl 2-methyl-2-propenoate, sodium salt -- No data"
"Food & feed packaging","Copolymer of 1,1-difluoroethylene, hexafluoropropene, TFE, and a halogenated alkene, optionally cured with triallyl isocyanurate and 2,5-dimethyl-2,5-di(tert-butylperoxy)hexane",,,,,,"A.105","A.105 row: Copolymer of 1,1-difluoroethylene, hexafluoropropene, TFE, and a halogenated alkene, optionally cured with triallyl isocyanurate and 2,5-dimethyl-2,5-di(tert-butylperoxy)hexane -- No data"
"Food & feed packaging","Copolymer of 1,1-difluoroethylene, tetrafluoroethylene, trifluoro methyl trifluorovinyl ether and a halogenated alkene, optionally cured with triallyl isocyanurate and 2,5-dimethyl-2,5-di(tert-butylperoxy)hexane",,,,,,"A.105","A.105 row: Copolymer of 1,1-difluoroethylene, tetrafluoroethylene, trifluoro methyl trifluorovinyl ether and a halogenated alkene, optionally cured with triallyl isocyanurate and 2,5-dimethyl-2,5-di(tert-butylperoxy)hexane -- No data"
"Food & feed packaging","Copolymer of 2- (dimethylamino) ethyl methacrylate with 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl methacrylate, N-oxide, acetate",,,,,"1440528-04-0","A.105","A.105 row: Copolymer of 2- (dimethylamino) ethyl methacrylate with 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl methacrylate, N-oxide, acetate -- No data"
"Food & feed packaging","Copolymer of 2-dimethylaminoethylmethac rylate and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctylmethacryl ate, N-oxide, acetate, with a fluorine content of 45%",,,,,,"A.105","A.105 row: Copolymer of 2-dimethylaminoethylmethac rylate and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctylmethacryl ate, N-oxide, acetate, with a fluorine content of 45% -- No data"
"Food & feed packaging","Copolymer of 2-perfluoroalkylethyl acrylate, 2- (dimethylamino)ethyl methacrylate, and oxidized 2-(dimethylamino)ethyl methacrylate",,,,,"479029-28-2 (2- (dimethyla mino)ethyl methacrylat e","A.105","A.105 row: Copolymer of 2-perfluoroalkylethyl acrylate, 2- (dimethylamino)ethyl methacrylate, and oxidized 2-(dimethylamino)ethyl methacrylate -- No data"
"Food & feed packaging","Copolymer of 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctylacrylate, 2-hydroxyethylacrylate, polyethylenglycolmonacryla te and polyethylenglycoldiacrylate with a fluorine content of 35.4 – 45.1%",,,,,,"A.105","A.105 row: Copolymer of 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctylacrylate, 2-hydroxyethylacrylate, polyethylenglycolmonacryla te and polyethylenglycoldiacrylate with a fluorine content of 35.4 – 45.1% -- No data"
"Food & feed packaging","Copolymer of TFE, PFMVE and 1-Butene, 4-bromo- 3,3,4,4-tetrafluoro-, polymer with ethene, 1,1,2,2-tetrafluoroethene and 1,1,2-trifluoro-2- (trifluoromethoxy)ethene. intended to be cross-linked with triallylisocyanurate",,,,,"105656-63-1","A.105","A.105 row: Copolymer of TFE, PFMVE and 1-Butene, 4-bromo- 3,3,4,4-tetrafluoro-, polymer with ethene, 1,1,2,2-tetrafluoroethene and 1,1,2-trifluoro-2- (trifluoromethoxy)ethene. intended to be cross-linked with triallylisocyanurate -- No data"
"Food & feed packaging","Copolymer of TFE, PFMVE and 1-iodo-2-bromotetra-fluoroethane intended to be cross-linked with triallylisocyanurate",,,,,,"A.105","A.105 row: Copolymer of TFE, PFMVE and 1-iodo-2-bromotetra-fluoroethane intended to be cross-linked with triallylisocyanurate -- No data"
"Food & feed packaging","Copolymer of hexafluoropropylene, TFE, and perfluoroethyl vinyl ether",,,,"Copolymer of hexafluoropropylene, TFE, and perfluoroethyl vinyl ether","116-15-4 (hexafluoro propylene) 116-14-3","A.105","A.105 row: Copolymer of hexafluoropropylene, TFE, and perfluoroethyl vinyl ether -- No data"
"Food & feed packaging","Copolymer of hexafluoropropylene, TFE, and perfluoroethyl vinyl ether",,,,"Copolymer of hexafluoropropylene, TFE, and perfluoroethyl vinyl ether","10493-43-3 (vinyl ether)","A.105","A.105 row: Copolymer of hexafluoropropylene, TFE, and perfluoroethyl vinyl ether -- No data"
"Food & feed packaging","Copolymer of perfluorohexylethyl methacrylate, 2-N,N-diethylaminoethyl methacrylate, 2-hydroxyethyl methacrylate, and 2,2'-ethylenedioxydiethyl dimethacrylate, acetic acid salt",,,,,"863408-20-2","A.105","A.105 row: Copolymer of perfluorohexylethyl methacrylate, 2-N,N-diethylaminoethyl methacrylate, 2-hydroxyethyl methacrylate, and 2,2'-ethylenedioxydiethyl dimethacrylate, acetic acid salt -- No data"
"Food & feed packaging","Copolymer of perfluorohexylethyl methacrylate, 2-N,N-diethylaminoethyl methacrylate, 2-hydroxyethyl methacrylate, and 2,2'-ethylenedioxydiethyl dimethacrylate, acetic acid salt","malic acid salt.",,,,"863408-20-2 or malic acid salt 1225273-44-8","A.105","A.105 row: Copolymer of perfluorohexylethyl methacrylate, 2-N,N-diethylaminoethyl methacrylate, 2-hydroxyethyl methacrylate, and 2,2'-ethylenedioxydiethyl dimethacrylate, acetic acid salt or malic acid salt. -- No data"
"Food & feed packaging","Copolymer of perfluorohexylethyl methacrylate, 2-N,N-diethylaminoethyl methacrylate, 2-hydroxyethyl methacrylate, and 2,2'-ethylenedioxydiethyl dimethacrylate, malic acid salt",,,,,"1225273-44-8","A.105","A.105 row: Copolymer of perfluorohexylethyl methacrylate, 2-N,N-diethylaminoethyl methacrylate, 2-hydroxyethyl methacrylate, and 2,2'-ethylenedioxydiethyl dimethacrylate, malic acid salt -- No data"
"Food & feed packaging","Copolymer perfluoroalkylacrylate",,,,,,"A.105","A.105 row: Copolymer perfluoroalkylacrylate -- No data"
"Food & feed packaging","Copolymer with 2,2’-ethylendioxydiethyldimetha crylat, 2-hydroxyethyl-methacrylate and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctylmethacryl ate, acetate and/or malate",,,,,,"A.105","A.105 row: Copolymer with 2,2’-ethylendioxydiethyldimetha crylat, 2-hydroxyethyl-methacrylate and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctylmethacryl ate, acetate and/or malate -- No data"
"Food & feed packaging","Copolymer with 2-hydroxyethylmethacrylate, methacrylic acid, itaconic acid and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctylmethacryl ate, sodium salt",,,,,,"A.105","A.105 row: Copolymer with 2-hydroxyethylmethacrylate, methacrylic acid, itaconic acid and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctylmethacryl ate, sodium salt -- No data"
"Food & feed packaging","Copolymer with 2-hydroxyethylmethacrylate, vinylpyrrolidon, acrylic acid and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctylacrylate, sodium salt, with a fluorine content of 41.9%",,,,,,"A.105","A.105 row: Copolymer with 2-hydroxyethylmethacrylate, vinylpyrrolidon, acrylic acid and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctylacrylate, sodium salt, with a fluorine content of 41.9% -- No data"
"Food & feed packaging","Copolymer with methacrylic acid, 2-hydroxyethylmethacrylate, polyethylenglycolmonacryla te and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctylacrylate, sodium salt with a fluorine content of 45.1%",,,,,,"A.105","A.105 row: Copolymer with methacrylic acid, 2-hydroxyethylmethacrylate, polyethylenglycolmonacryla te and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctylacrylate, sodium salt with a fluorine content of 45.1% -- No data"
"Food & feed packaging","Copolymers of 2- (perfluoroctylsulfonylamino methyl) ethylmethacrylate, 2,3-epoxypropylmethacrylate, ethoxyethylacrylate and methacryloylmethyl-trimethylammoniumchlorid e",,,,,,"A.105","A.105 row: Copolymers of 2- (perfluoroctylsulfonylamino methyl) ethylmethacrylate, 2,3-epoxypropylmethacrylate, ethoxyethylacrylate and methacryloylmethyl-trimethylammoniumchlorid e -- No data"
"Food & feed packaging","Copolymers of 2-perfluoroalkylethyl",,,,,"247047-61-6","A.105","A.105 row: Copolymers of 2-perfluoroalkylethyl -- No data"
"Food & feed packaging","Copolymers of 2-perfluoroalkylethyl acrylate, 2-N,N-diethylaminoethyl methacrylate, glycidyl methacrylate, acrylic acid, and methacrylic acid2",,,,,,"A.105","A.105 row: Copolymers of 2-perfluoroalkylethyl acrylate, 2-N,N-diethylaminoethyl methacrylate, glycidyl methacrylate, acrylic acid, and methacrylic acid2 -- No data"
"Food & feed packaging","Diethanol amino salts of mono-and bis (1H, 1H, 2H, 2H-perfluoroalkyl) phosphates",,,,,,"A.105","A.105 row: Diethanol amino salts of mono-and bis (1H, 1H, 2H, 2H-perfluoroalkyl) phosphates -- No data"
"Food & feed packaging","Diethanolamine salts of mono-and bis (1H,1H,2H,2H perfluoroalkyl) phosphates where the alkyl group is even-numbered in the range C8-C18 and the salts have a fluorine content of 52.4% to 54.4% as determined on a solids basis.",,,,,,"A.105","A.105 row: Diethanolamine salts of mono-and bis (1H,1H,2H,2H perfluoroalkyl) phosphates where the alkyl group is even-numbered in the range C8-C18 and the salts have a fluorine content of 52.4% to 54.4% as determined on a solids basis. -- No data"
"Food & feed packaging","Diethanolamine single (1H,1H,2H,2H -perfluoro-alkyl) phosphate and dual- (1H,1H,2H,2H-perfluoro-alkyl) phosphate.",,,,,,"A.105","A.105 row: Diethanolamine single (1H,1H,2H,2H -perfluoro-alkyl) phosphate and dual- (1H,1H,2H,2H-perfluoro-alkyl) phosphate. -- No data"
"Food & feed packaging","Diphosphate ester of N-ethyl perfluorooctane sulfonamido ethanol (N- EtFOSE)",,,,,,"A.105","A.105 row: Diphosphate ester of N-ethyl perfluorooctane sulfonamido ethanol (N- EtFOSE) -- No data"
"Food & feed packaging","Diphosphoric acid, polymers with ethoxylated reduced Me esters of reduced polymerized oxidized TFE. This substance is also known as: phosphate esters of ethoxylated perfluoroether, prepared by reaction of ethoxylated perfluoroether diol.",,,,,"162492-15-1 with phosphorou s pentoxide 1314-56-3 or pyrophosph oric acid 2466-09-3.","A.105","A.105 row: Diphosphoric acid, polymers with ethoxylated reduced Me esters of reduced polymerized oxidized TFE. This substance is also known as: phosphate esters of ethoxylated perfluoroether, prepared by reaction of ethoxylated perfluoroether diol. -- No data"
"Food & feed packaging","Diphosphoric acid, polymers with ethoxylated reduced methyl esters of reduced polymerized oxidized TFE",,,,,"200013-65-6","A.105","A.105 row: Diphosphoric acid, polymers with ethoxylated reduced methyl esters of reduced polymerized oxidized TFE -- No data"
"Food & feed packaging","Diphosphoric acid, polymers with ethoxylated reduced methyl esters of reduced polymerized oxidized TFE. Fomblin HC/P2-1000. This substance is also known as phosphate esters of ethoxylated perfluoroether, prepared by reaction of ethoxylated perfluoroether diol with phosphorous pentoxide or pyrophosphoric acid",,,,,"200013-65-6 (reduced methyl esters) 162492-15-1 (perfluoroet her diol) 1314-56-3 (pentoxide) 2466-09-3 (acid)","A.105","A.105 row: Diphosphoric acid, polymers with ethoxylated reduced methyl esters of reduced polymerized oxidized TFE. Fomblin HC/P2-1000. This substance is also known as phosphate esters of ethoxylated perfluoroether, prepared by reaction of ethoxylated perfluoroether diol with phosphorous pentoxide or pyrophosphoric acid -- No data"
